id,sku,name,brand_name,price,discount,discount_rate,rating_average,review_count,order_count,favourite_count,productset_id,seller,inventory,stock_item,seller_product_id,quantity_sold,original_price,shippable,availability,primary_category_path,product_reco_score,seller_id,thumbnail_url
141337014,5462314419877,Điện thoại OPPO A55 (4GB/64GB) Đen - Hàng chính hãng,OPPO,3912000,0,0,0,0,0,0,2647,,,,253399710,,3912000,True,1,1/2/1789/1795,0,11119,https://salt.tikicdn.com/cache/280x280/ts/product/10/07/93/821f2f4f9a4b6504a7971a6d592733cd.jpg
191689727,7566137873776,Điện thoại OPPO CPH2387 - A57 Đen - Hàng Chính Hãng,OPPO,4284000,0,0,0,0,0,0,2647,,,,253386196,,4284000,True,1,1/2/1789/1795,0,11119,https://salt.tikicdn.com/cache/280x280/ts/product/c3/04/24/1a16f8bd7fce3f9025b1273ee649d6ca.jpg
144870494,5924215607713,Điện Thoại Oppo A16k 3GB/32GB - Hàng Chính Hãng,OPPO,2794000,218000,7,0,0,0,0,2647,,,,253384847,,3012000,True,1,1/2/1789/1795,0,11119,https://salt.tikicdn.com/cache/280x280/ts/product/2d/a9/d2/957fb2028db94ef55b2a5418af00144a.jpg
181699053,4006729461759,Điện thoại Xiaomi Redmi 9A - Hàng chính hãng,Xiaomi,2088000,0,0,0,0,0,0,2647,,,,249388408,,2088000,True,1,1/2/1789/1795,0,11119,https://salt.tikicdn.com/cache/280x280/ts/product/01/e5/d1/06a7824a7e8eaecd35337ebf5ac0d651.jpg
177814407,2534005369986,Điện thoại Samsung Galaxy A23 (6GB/128GB) - Hàng chính hãng,Samsung,6990000,0,0,0,0,0,0,2647,,,,196284628,,6990000,True,1,1/2/1789/1795,0,11119,https://salt.tikicdn.com/cache/280x280/ts/product/db/cf/cc/5936696e343a0e15de65cd8f7f96107b.jpg
165747145,2393452221350,"Điện thoại Xiaomi Redmi 9A 2GB/32GB - Chip MediaTek Helio G25 8 nhân (12 nm), Màn hình 6.53"" HD+, Camera 13MP, Pin 5000 - Hàng Chính Hãng",OEM,2160000,0,0,0,0,0,0,2647,,,,243245453,,2160000,True,1,1/2/1789/1795,0,11119,https://salt.tikicdn.com/cache/280x280/ts/product/ac/9f/63/3f6be9ec0e1b31d35b52b07c632d843e.jpg
169304867,9649884520327,Điện Thoại Oppo A55 (4GB/64GB) - Hàng Chính Hãng - Đã Kích Hoạt Bảo Hành Điện Tử - Đen Mạnh Mẽ,OPPO,3912000,0,0,0,0,0,0,2647,,,,253399705,,3912000,True,1,1/2/1789/1795,0,11119,https://salt.tikicdn.com/cache/280x280/ts/product/03/35/e2/75bb28826d6a2da3575763cdf2960aeb.jpg
251930381,4262321970437,Điện thoại di động Vivo Y02 - Hàng chính hãng,Vivo,2699000,0,0,0,0,0,0,2647,,,,251930390,,2699000,True,1,1/2/1789/1795,0,325466,https://salt.tikicdn.com/cache/280x280/ts/product/7b/31/4c/8693938a5ecd112c379ab77075215b7c.jpg
196953614,1929928767810,Điện thoại Oppo Reno8 Z 5G (8GB/256GB) - Hàng chính hãng,OPPO,8644000,0,0,0,0,0,0,2647,,,,253386402,,8644000,True,1,1/2/1789/1795,0,11119,https://salt.tikicdn.com/cache/280x280/ts/product/09/ab/c8/97e85db1ff72a429eba13cee31f1fe93.jpg
188833574,6422302812981,Điện thoại Samsung A53 5G 128GB Trắng - Hàng Chính Hãng,Samsung,9600000,0,0,0,0,0,0,2647,,,,196285543,,9600000,True,1,1/2/1789/1795,0,11119,https://salt.tikicdn.com/cache/280x280/ts/product/db/58/86/9bcb070ac75726e5355ca907c36e4164.jpg
137562237,4753660952701,Điện Thoại Oppo A54 4GB/128GB - Hàng Chính Hãng,OPPO,3912000,0,0,0,0,0,0,2647,,,,253385109,,3912000,True,1,1/2/1789/1795,0,11119,https://salt.tikicdn.com/cache/280x280/ts/product/70/94/06/3e3ef51cbcb309b85b10c038d0535e0d.jpg
